word,freq
shirts,5
month,5
pirate,5
fart,5
smash,5
snake,5
wind,5
oil,5
math,5
program,5
colonel,5
cooler,5
german,5
swing,5
dummies,5
soup,5
ship,5
polo,5
band,5
ooo,5
mount,5
anywhere,5
cowabunga,5
nature,5
answers,5
mau,5
spending,5
ape,5
partner,5
starts,5
grub,5
hay,5
stuffed,5
dumped,5
captain,5
hop,5
tank,5
student,5
halloween,5
dorks,5
grass,5
moleman,5
chess,5
opened,5
walls,5
tshirts,5
thinner,5
feelings,5
tea,5
torture,5
england,5
darcy,5
strangles,5
norbert,5
moo,5
beg,5
focused,5
maids,5
myth,5
minus,5
nevermore,5
victory,4
sweat,4
voted,4
babysitter,4
arcade,4
sport,4
bottles,4
buying,4
lemonade,4
bat,4
nobodys,4
screaming,4
thirtyfive,4
breathe,4
sap,4
piggy,4
rights,4
lion,4
reward,4
changes,4
whistle,4
joes,4
mental,4
gasoline,4
wheels,4
freeze,4
nunchucks,4
demonstrate,4
china,4
badge,4
material,4
conscience,4
salt,4
contest,4
tons,4
suddenly,4
bother,4
crying,4
fail,4
charity,4
sharp,4
pushed,4
hopeless,4
holding,4
specs,4
jeez,4
grave,4
scream,4
soap,4
beck,4
construction,4
itd,4
picked,4
lying,4
promised,4
seek,4
turning,4
kool,4
force,4
faith,4
thy,4
price,4
smoke,4
sale,4
passes,4
cap,4
pickle,4
states,4
united,4
coach,4
photos,4
quite,4
liked,4
hall,4
moving,4
loops,4
signed,4
supreme,4
standing,4
borrow,4
gate,4
framed,4
seemed,4
noticed,4
frisbee,4
novelty,4
pleasant,4
besides,4
privacy,4
alike,4
donuts,4
likely,4
award,4
john,4
gym,4
grades,4
add,4
upon,4
worried,4
eaten,4
forced,4
guvnor,4
hung,4
daddy,4
dare,4
hubba,4
underpants,4
tear,4
toe,4
metal,4
pages,4
tryin,4
chapter,4
straighten,4
cook,4
punishment,4
jingle,4
justice,4
cue,4
twisted,4
shove,4
silence,4
questions,4
aim,4
maniac,4
fully,4
spider,4
unholy,4
diet,4
hells,4
allouetty,4
squeal,4
forehead,4
luggage,4
duff,4
someday,4
chester,4
south,4
danish,4
writers,4
merry,4
ants,4
checks,4
awards,4
squeeze,4
shine,4
television,4
laughing,4
pencil,4
hangin,4
target,4
painting,4
evening,4
hiding,4
vampire,4
grampas,4
nyung,4
lock,4
acting,4
thin,4
uniform,4
everywhere,4
lies,4
parking,4
burglar,4
collection,4
kent,4
size,4
shame,4
sticks,4
tip,4
allowance,4
dealer,4
sneak,4
stinks,4
holy,4
cafeteria,4
enemy,4
sort,4
often,4
forward,4
chicks,4
especially,4
attack,4
springfields,4
nooooo,4
corpse,4
create,4
switch,4
monkey,4
invited,4
whew,4
resist,4
dish,4
weapons,4
troll,4
return,4
somehow,4
area,4
tall,4
incredible,4
energy,4
criminal,4
protect,4
amazing,4
stairs,4
professional,4
ripped,4
rusty,4
definitely,4
fathers,4
utah,4
australia,4
bees,4
stars,4
basically,4
prepare,4
heading,4
racing,4
twentyfour,4
twentytwo,4
twentyfive,4
crack,4
socks,4
bones,4
superman,4
killer,4
psst,4
stopping,4
butterfly,4
cement,4
somebodys,4
roman,4
rocky,4
inch,4
pancakes,4
oclock,4
murderers,4
bugs,4
familiar,4
carrying,4
mention,4
winning,4
fifteen,4
coat,4
towel,4
purse,4
hippie,4
mel,4
patrol,4
bonestorm,4
iii,4
express,4
loving,4
sheep,4
ahoy,4
worship,4
doctors,4
tax,4
sentence,4
gutter,4
myers,4
sending,4
spring,4
fortune,4
heck,4
panic,4
hits,4
toss,4
clock,4
bull,4
mountain,4
entertainment,4
tour,4
zzzapp,4
planning,4
towns,4
patty,4
babysitting,4
moes,4
page,4
faces,4
following,4
termites,4
pill,4
bulb,4
statue,4
challenge,4
carry,4
rope,4
network,4
pig,4
sometime,4
quarterback,4
lazy,4
somethin,4
cheek,4
birth,4
accidentally,4
hitler,4
wins,4
flame,4
rubes,4
bikes,4
coconut,4
press,4
vegetables,4
sloppy,4
failure,4
abandoned,4
cliff,4
skull,4
caring,4
sleeping,4
heat,4
pulling,4
priceless,4
silly,4
everythings,4
grease,4
yawn,4
mistakes,4
pets,4
script,4
catholic,4
gorilla,4
willing,4
breaking,4
successful,4
failed,4
puppy,4
web,4
golf,4
satellite,4
slice,4
tastes,4
smooth,4
funzo,4
gentle,4
miracles,4
computer,4
attitude,4
post,4
clip,4
bra,4
maggies,4
bride,4
falling,4
warn,4
badger,4
garden,4
melon,4
insane,4
sittin,4
con,4
costs,4
riot,4
chewing,4
stores,4
trophy,4
psych,4
ultimate,4
teller,4
shark,4
patch,4
manager,4
vacuuming,4
helped,4
scheme,4
batman,4
bubble,4
dudes,4
dishes,4
barf,4
color,4
desk,4
bedtime,4
calm,4
memory,4
karaté,4
san,4
exciting,4
chalkboard,4
psycho,4
apart,4
poindexter,4
group,4
hates,4
sexy,4
kissed,4
carrot,4
sketch,4
cotton,4
shhh,4
painted,4
commercials,4
bedroom,4
stupidest,4
tub,4
hill,4
videogames,4
midnight,4
uses,4
yknow,4
hulk,4
relationship,4
feelin,4
ray,4
deserves,4
steps,4
runt,4
offer,4
imagining,4
practice,4
football,4
waste,4
mcmansion,4
ski,4
doy,4
sat,4
wars,4
dvd,4
crisscross,4
lamb,4
avoid,4
farts,4
flash,4
broccoli,4
correction,4
wizards,4
whoopee,4
zhenya,4
cheated,4
whoo,4
kwyjibo,4
passengers,4
cherry,4
ils,4
elves,4
peh,4
bitchin,4
bleed,3
strong,3
became,3
punches,3
vietnam,3
practically,3
ahha,3
coins,3
quarters,3
stays,3
chances,3
elephants,3
mailman,3
voices,3
pony,3
nights,3
tag,3
genuine,3
cigars,3
uhuh,3
bestest,3
bud,3
twins,3
influence,3
depressed,3
collect,3
consider,3
alright,3
spill,3
address,3
millions,3
quote,3
ridiculous,3
crushing,3
impression,3
doris,3
moped,3
blueberry,3
ordered,3
drill,3
goggles,3
ronnie,3
helmets,3
gravity,3
drove,3
cart,3
staring,3
creator,3
allow,3
picnic,3
stamp,3
oven,3
babys,3
frosting,3
sundae,3
complaining,3
invasion,3
perhaps,3
bald,3
soldier,3
beaten,3
nervous,3
bang,3
steam,3
equals,3
wishes,3
personal,3
penny,3
thoughts,3
helps,3
strap,3
responsible,3
quickly,3
homemade,3
fellas,3
burning,3
authority,3
belly,3
search,3
lately,3
betrayed,3
talent,3
screen,3
scum,3
phony,3
medicine,3
chose,3
fireplace,3
romantic,3
surely,3
macgyver,3
blown,3
whip,3
jacket,3
gyp,3
fans,3
spare,3
dumpster,3
chip,3
buddies,3
doubt,3
type,3
surprise,3
strut,3
mint,3
trading,3
risk,3
samantha,3
concerned,3
tis,3
yada,3
ratted,3
knee,3
confession,3
thrown,3
olympics,3
quietly,3
annual,3
grand,3
playin,3
hunt,3
armor,3
bullets,3
average,3
angel,3
moves,3
seal,3
brothers,3
bitch,3
jelly,3
smile,3
tricks,3
wipe,3
heel,3
led,3
prefer,3
arts,3
realized,3
nows,3
starving,3
eatin,3
flies,3
bond,3
halfway,3
ends,3
laughs,3
russian,3
tool,3
skin,3
usual,3
beep,3
byebye,3
etc,3
beef,3
pipe,3
mommy,3
bury,3
lincoln,3
gardens,3
stopped,3
rack,3
pulled,3
blackjack,3
planned,3
meal,3
olympic,3
reach,3
nyuck,3
ages,3
hamsters,3
rattle,3
handing,3
episode,3
barber,3
barbecue,3
covers,3
opens,3
scratchys,3
billy,3
situation,3
barry,3
chewable,3
flintstones,3
bust,3
pack,3
peanut,3
rug,3
cute,3
storm,3
beatles,3
hardly,3
witness,3
diggin,3
holes,3
deny,3
paintings,3
devil,3
gallery,3
wheel,3
uter,3
intense,3
vampires,3
blast,3
arencha,3
wowww,3
ewww,3
everybodys,3
york,3
certain,3
knives,3
enjoying,3
hitch,3
tied,3
swiss,3
beating,3
jackpot,3
casino,3
elementary,3
fantasy,3
ability,3
crawling,3
brockman,3
fad,3
conan,3
catchphrase,3
burned,3
kansas,3
mangled,3
parade,3
jerky,3
caramba,3
umm,3
strip,3
gnight,3
mysterious,3
hardwood,3
pit,3
yuck,3
crawled,3
drank,3
joy,3
jumping,3
biting,3
abe,3
mcbain,3
rice,3
toots,3
cancel,3
cel,3
federal,3
opposed,3
ketchup,3
remind,3
concentrate,3
suits,3
bathtub,3
popularity,3
lighter,3
toes,3
upstairs,3
allison,3
checkin,3
cows,3
prices,3
plates,3
goat,3
moments,3
repeat,3
cmere,3
prairie,3
moved,3
plausible,3
worn,3
staying,3
bone,3
able,3
turkey,3
experience,3
blizzard,3
hockey,3
honeybunny,3
annoying,3
caramel,3
brilliant,3
halfassed,3
classes,3
ashamed,3
tantrum,3
pictures,3
deck,3
pretending,3
hemisphere,3
southern,3
emergency,3
toilets,3
sex,3
sallright,3
ballet,3
homes,3
las,3
shower,3
virtual,3
bachelor,3
exotic,3
social,3
fetch,3
sets,3
puppies,3
laundry,3
onto,3
weaker,3
feels,3
teaching,3
clever,3
addiction,3
nail,3
mayor,3
sweeter,3
aah,3
shadow,3
lecture,3
season,3
belongs,3
crud,3
shelbyville,3
choke,3
childhood,3
cross,3
fellow,3
jet,3
numerals,3
dna,3
atom,3
issues,3
role,3
terms,3
winter,3
several,3
americans,3
disease,3
edition,3
swallowed,3
boogeyman,3
souls,3
awake,3
nuhuh,3
brush,3
release,3
granny,3
known,3
tennis,3
searching,3
wig,3
rented,3
rent,3
player,3
mood,3
videogame,3
warren,3
madness,3
sweater,3
neighborhood,3
livin,3
italian,3
tacos,3
endorse,3
jimbos,3
whaddaya,3
lobsters,3
signature,3
nipple,3
celebrity,3
fires,3
seats,3
millionaire,3
pound,3
scene,3
wad,3
alibi,3
grammar,3
stretch,3
powerful,3
private,3
difference,3
coward,3
barrel,3
attacked,3
belt,3
trunks,3
smelly,3
screams,3
poster,3
claim,3
mabel,3
hearing,3
glass,3
listened,3
woods,3
reindeer,3
tenyearold,3
supply,3
dam,3
lincolns,3
rush,3
dame,3
owner,3
baron,3
sight,3
obviously,3
finds,3
suspicious,3
shack,3
charges,3
tim,3
issue,3
luckily,3
atlanta,3
unlike,3
sax,3
nut,3
wing,3
tvs,3
ceiling,3
vandalism,3
whoahoho,3
designed,3
meaning,3
mayhem,3
lee,3
sin,3
swings,3
scoop,3
coaster,3
roller,3
freaks,3
cult,3
kings,3
plans,3
cocoa,3
tummy,3
comedy,3
whuh,3
insulted,3
stains,3
streets,3
fudge,3
funeral,3
chillin,3
inches,3
luxury,3
sparkle,3
ninja,3
quality,3
